risk_id,stock_code,company_name,risk_category,risk_flag,risk_description,source_id,severity,human_review_required,mitigation_or_next_step
RISK-04571,02096.HK,先声药业,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04572,02096.HK,先声药业,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04573,02097.HK,蜜雪集团,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04574,02097.HK,蜜雪集团,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04575,02097.HK,蜜雪集团,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04576,02098.HK,卓尔智联,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04577,02098.HK,卓尔智联,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04578,02098.HK,卓尔智联,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04579,02099.HK,中国黄金国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04580,02099.HK,中国黄金国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04581,02099.HK,中国黄金国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04582,02100.HK,百奥家庭互动,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04583,02100.HK,百奥家庭互动,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04584,02100.HK,百奥家庭互动,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04585,02101.HK,福禄控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04586,02101.HK,福禄控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04587,02101.HK,福禄控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04588,02102.HK,德利机械,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04589,02102.HK,德利机械,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04590,02102.HK,德利机械,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04591,02105.HK,来凯医药－Ｂ,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04592,02105.HK,来凯医药－Ｂ,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04593,02105.HK,来凯医药－Ｂ,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04594,02107.HK,第一服务控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04595,02107.HK,第一服务控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04596,02107.HK,第一服务控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04597,02108.HK,K2 F&B,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04598,02108.HK,K2 F&B,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04599,02108.HK,K2 F&B,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04600,02110.HK,天成控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04601,02110.HK,天成控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04602,02110.HK,天成控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04603,02111.HK,超盈国际控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04604,02111.HK,超盈国际控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04605,02111.HK,超盈国际控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04606,02112.HK,恩典生命科技,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04607,02112.HK,恩典生命科技,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04608,02112.HK,恩典生命科技,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04609,02113.HK,世纪集团国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04610,02113.HK,世纪集团国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04611,02113.HK,世纪集团国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04612,02116.HK,江苏创新,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04613,02116.HK,江苏创新,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04614,02116.HK,江苏创新,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04615,02119.HK,捷荣国际控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04616,02119.HK,捷荣国际控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04617,02119.HK,捷荣国际控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04618,02120.HK,康宁医院,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04619,02120.HK,康宁医院,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04620,02120.HK,康宁医院,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04621,02121.HK,创新奇智,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04622,02121.HK,创新奇智,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04623,02121.HK,创新奇智,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04624,02122.HK,凯知乐国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04625,02122.HK,凯知乐国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04626,02122.HK,凯知乐国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04627,02125.HK,稻草熊娱乐,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04628,02125.HK,稻草熊娱乐,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04629,02125.HK,稻草熊娱乐,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04630,02126.HK,药明巨诺－Ｂ,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04631,02126.HK,药明巨诺－Ｂ,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04632,02126.HK,药明巨诺－Ｂ,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04633,02127.HK,汇森股份,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04634,02127.HK,汇森股份,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04635,02127.HK,汇森股份,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04636,02128.HK,中国联塑,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04637,02128.HK,中国联塑,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04638,02128.HK,中国联塑,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04639,02129.HK,LEGION CONSO,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04640,02129.HK,LEGION CONSO,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04641,02129.HK,LEGION CONSO,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04642,02130.HK,嘉泓物流,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04643,02130.HK,嘉泓物流,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04644,02130.HK,嘉泓物流,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04645,02131.HK,云想科技,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04646,02131.HK,云想科技,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04647,02131.HK,云想科技,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04648,02132.HK,誉燊丰控股,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04649,02132.HK,誉燊丰控股,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04650,02132.HK,誉燊丰控股,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04651,02135.HK,瑞丽医美,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04652,02135.HK,瑞丽医美,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04653,02135.HK,瑞丽医美,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04654,02136.HK,利福中国,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04655,02136.HK,利福中国,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04656,02136.HK,利福中国,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04657,02137.HK,腾盛博药－Ｂ,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04658,02137.HK,腾盛博药－Ｂ,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04659,02137.HK,腾盛博药－Ｂ,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04660,02138.HK,医思健康,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04661,02138.HK,医思健康,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04662,02138.HK,医思健康,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04663,02139.HK,甘肃银行,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04664,02139.HK,甘肃银行,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04665,02139.HK,甘肃银行,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04666,02142.HK,和铂医药－Ｂ,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04667,02142.HK,和铂医药－Ｂ,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04668,02142.HK,和铂医药－Ｂ,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04669,02145.HK,上美股份,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04670,02145.HK,上美股份,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04671,02145.HK,上美股份,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04672,02146.HK,荣万家,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04673,02146.HK,荣万家,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04674,02146.HK,荣万家,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04675,02147.HK,正味集团,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04676,02147.HK,正味集团,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04677,02147.HK,正味集团,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04678,02149.HK,贝克微,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04679,02149.HK,贝克微,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04680,02149.HK,贝克微,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04681,02150.HK,奈雪的茶,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04682,02150.HK,奈雪的茶,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04683,02150.HK,奈雪的茶,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04684,02152.HK,苏新服务,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04685,02152.HK,苏新服务,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04686,02152.HK,苏新服务,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04687,02153.HK,达丰设备,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04688,02153.HK,达丰设备,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04689,02153.HK,达丰设备,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04690,02155.HK,森松国际,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04691,02155.HK,森松国际,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04692,02155.HK,森松国际,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04693,02156.HK,建发物业,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04694,02156.HK,建发物业,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04695,02156.HK,建发物业,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04696,02157.HK,乐普生物,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04697,02157.HK,乐普生物,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04698,02157.HK,乐普生物,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04699,02158.HK,医渡科技,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04700,02158.HK,医渡科技,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04701,02158.HK,医渡科技,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04702,02159.HK,麦迪卫康,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04703,02159.HK,麦迪卫康,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04704,02159.HK,麦迪卫康,major_risk,unknown,Generator screening flagged major_risk: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04705,02160.HK,微创心通－Ｂ,suspension,unknown,Generator screening flagged suspension: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
RISK-04706,02160.HK,微创心通－Ｂ,audit,unknown,Generator screening flagged audit: unknown.,AKSHARE_HK_SNAPSHOT_CACHE,medium,No,Track in risk matrix; no blocking sign-off until promoted into material review scope.
